session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,user_id
1.63,56,1,0,0,0,0.21,0.13,0.07,Persuadable,519392
0.63,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,519725
4.12,52,1,0,1,1,0.67,0.68,-0.0,Sure Thing,520177
2.32,34,0,0,0,0,0.69,0.69,-0.0,Sure Thing,520188
0.72,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,520244
2.33,40,0,0,0,1,0.69,0.72,-0.03,Do Not Disturb,521044
0.23,56,1,1,0,0,0.01,0.01,0.01,Sure Thing,521201
2.4,48,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,521510
2.7,48,1,0,1,0,0.7,0.71,-0.01,Sure Thing,521658
0.38,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,522134
0.65,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,522179
1.5,49,1,0,0,0,0.21,0.12,0.09,Persuadable,522484
2.9,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,523231
0.38,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,523335
2.72,26,0,0,1,0,0.64,0.68,-0.04,Do Not Disturb,523756
0.4,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,524278
0.88,35,1,0,0,0,0.01,0.01,0.0,Sure Thing,524607
0.73,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,525053
2.22,38,0,0,1,0,0.63,0.71,-0.08,Do Not Disturb,525611
2.38,41,0,1,1,0,0.69,0.69,-0.0,Sure Thing,526144
0.85,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,526179
1.9,64,1,0,0,0,0.29,0.17,0.12,Persuadable,526221
2.35,53,1,0,0,0,0.67,0.71,-0.03,Do Not Disturb,527232
0.73,33,0,1,0,0,0.01,0.0,0.01,Sure Thing,527389
2.33,30,0,0,1,0,0.68,0.68,-0.0,Sure Thing,527451
2.27,56,1,1,0,0,0.56,0.55,0.01,Sure Thing,527552
1.1,35,1,0,0,0,0.06,0.04,0.02,Sure Thing,527564
1.78,40,0,0,0,0,0.24,0.11,0.12,Persuadable,529050
0.87,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,529695
0.85,35,1,0,0,0,0.01,0.01,0.0,Sure Thing,529845
4.28,35,0,0,1,0,0.68,0.68,0.01,Sure Thing,530645
3.13,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,530724
5.87,38,0,0,1,0,0.68,0.67,0.01,Sure Thing,531016
0.6,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,531109
0.52,41,1,0,0,1,0.01,0.01,0.01,Sure Thing,531339
2.63,37,0,0,1,0,0.7,0.72,-0.02,Sure Thing,531512
1.65,20,0,1,0,0,0.18,0.12,0.06,Persuadable,531682
1.0,64,1,0,0,0,0.01,0.01,0.0,Sure Thing,531847
0.88,19,0,1,0,0,0.01,0.0,0.01,Sure Thing,532627
0.37,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,532637
0.5,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,532650
1.62,44,1,1,0,0,0.25,0.12,0.13,Persuadable,533492
1.63,35,0,1,0,0,0.22,0.12,0.09,Persuadable,533575
1.62,46,1,1,0,0,0.26,0.12,0.14,Persuadable,533613
2.48,52,1,0,1,0,0.69,0.71,-0.01,Sure Thing,533782
0.38,37,1,1,0,0,0.01,0.0,0.01,Sure Thing,533809
2.13,50,0,0,0,0,0.63,0.57,0.06,Persuadable,534105
0.62,48,1,0,0,1,0.01,0.01,0.01,Sure Thing,534564
5.42,31,0,1,0,0,0.65,0.58,0.07,Persuadable,534895
0.73,33,0,1,0,0,0.01,0.0,0.01,Sure Thing,535497
0.97,38,0,0,0,0,0.01,0.01,0.0,Sure Thing,535701
0.52,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,535905
1.62,39,0,0,0,0,0.21,0.11,0.09,Persuadable,537507
1.02,30,1,0,0,0,0.01,0.01,0.01,Sure Thing,537725
0.52,18,0,1,0,0,0.01,0.0,0.01,Sure Thing,537804
1.22,36,1,0,0,0,0.08,0.12,-0.04,Do Not Disturb,538883
0.75,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,540819
6.42,31,0,0,1,0,0.68,0.61,0.07,Persuadable,540973
0.62,71,1,0,0,0,0.02,0.0,0.02,Sure Thing,541047
0.6,31,1,1,0,0,0.01,0.0,0.01,Sure Thing,541132
0.95,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,541539
0.73,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,542585
0.88,38,1,1,0,1,0.02,0.0,0.01,Sure Thing,542605
4.28,50,1,1,0,0,0.65,0.64,0.01,Sure Thing,543075
0.25,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,543618
2.65,47,0,1,1,0,0.7,0.69,0.01,Sure Thing,544012
1.02,30,0,0,0,1,0.01,0.01,0.01,Sure Thing,544364
1.18,25,1,1,0,0,0.12,0.05,0.06,Persuadable,545132
2.68,31,1,0,0,0,0.68,0.67,0.01,Sure Thing,546664
0.63,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,546900
2.18,17,0,0,1,0,0.47,0.33,0.14,Persuadable,547175
2.38,61,1,0,1,0,0.59,0.56,0.03,Sure Thing,547181
2.43,51,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,547412
3.02,27,0,1,1,1,0.66,0.67,-0.01,Sure Thing,547453
2.48,54,1,1,1,1,0.67,0.68,-0.01,Sure Thing,547606
0.63,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,547663
1.22,41,0,1,0,0,0.1,0.1,-0.0,Sure Thing,547693
0.75,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,547966
1.43,46,0,0,0,0,0.19,0.11,0.08,Persuadable,548120
1.6,31,1,1,0,0,0.28,0.13,0.15,Persuadable,548474
1.0,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,548708
1.32,19,0,1,1,0,0.23,0.11,0.12,Persuadable,548872
2.85,38,0,1,1,0,0.69,0.69,0.0,Sure Thing,548961
1.0,32,0,1,0,0,0.01,0.01,0.0,Sure Thing,549115
0.37,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,549357
1.12,42,0,1,0,1,0.09,0.03,0.06,Persuadable,549515
2.17,66,1,0,0,0,0.37,0.3,0.07,Persuadable,549759
1.0,21,0,0,0,1,0.01,0.01,0.0,Sure Thing,550022
0.98,50,1,0,0,0,0.01,0.01,0.0,Sure Thing,550077
0.88,49,1,1,0,1,0.02,0.0,0.01,Sure Thing,550455
1.85,55,0,0,0,0,0.25,0.15,0.09,Persuadable,551023
0.63,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,551278
1.13,65,1,0,0,1,0.08,0.01,0.07,Persuadable,551501
4.68,56,1,0,0,0,0.56,0.57,-0.01,Sure Thing,551622
1.9,44,0,0,0,0,0.29,0.17,0.12,Persuadable,551662
3.05,49,1,0,1,1,0.7,0.71,-0.01,Sure Thing,552487
3.05,44,1,1,1,0,0.67,0.68,-0.01,Sure Thing,552643
0.62,58,1,1,0,1,0.01,0.0,0.01,Sure Thing,552726
2.68,32,0,0,0,1,0.7,0.68,0.02,Sure Thing,552809
0.95,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,552861
4.72,46,0,1,1,0,0.68,0.62,0.06,Persuadable,552904
2.3,39,0,0,0,0,0.68,0.72,-0.04,Do Not Disturb,553139
0.27,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,553151
0.63,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,553208
1.35,56,0,1,0,0,0.16,0.14,0.02,Sure Thing,553220
1.1,47,1,1,0,0,0.06,0.03,0.03,Sure Thing,553231
3.25,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,553339
1.13,42,0,0,0,1,0.07,0.03,0.04,Sure Thing,553456
2.25,40,0,1,0,0,0.64,0.68,-0.05,Do Not Disturb,553533
0.27,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,553607
9.75,52,1,0,0,0,0.71,0.65,0.05,Persuadable,553645
0.75,51,0,0,0,0,0.01,0.01,0.0,Sure Thing,553664
1.13,66,1,0,0,0,0.08,0.01,0.07,Persuadable,553690
1.18,23,0,0,0,0,0.09,0.06,0.03,Sure Thing,553704
1.77,47,1,1,0,0,0.27,0.13,0.14,Persuadable,553754
1.75,32,0,0,0,0,0.19,0.12,0.07,Persuadable,553783
1.97,48,1,1,0,0,0.36,0.33,0.03,Sure Thing,553805
2.33,42,0,0,1,0,0.69,0.72,-0.02,Do Not Disturb,553938
4.7,45,0,0,0,0,0.68,0.67,0.01,Sure Thing,553943
1.52,39,0,1,0,0,0.23,0.12,0.11,Persuadable,553967
2.33,35,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,553985
0.52,45,1,0,0,1,0.01,0.01,0.0,Sure Thing,554175
0.75,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,554202
3.03,28,0,0,1,0,0.69,0.68,0.01,Sure Thing,554213
1.27,23,0,0,0,0,0.15,0.11,0.04,Sure Thing,554217
0.53,34,1,1,0,0,0.01,0.0,0.01,Sure Thing,554284
0.77,20,0,0,0,1,0.01,0.0,0.01,Sure Thing,554289
1.85,67,1,0,0,0,0.26,0.13,0.13,Persuadable,554299
0.75,41,0,1,0,1,0.01,0.01,0.0,Sure Thing,554413
1.82,23,0,0,0,0,0.2,0.14,0.07,Persuadable,554450
1.87,37,0,0,0,0,0.23,0.16,0.07,Persuadable,554532
0.75,18,0,0,0,0,0.01,0.0,0.01,Sure Thing,554560
1.22,52,1,0,0,0,0.08,0.12,-0.04,Do Not Disturb,554670
1.47,22,1,1,0,1,0.34,0.12,0.22,Persuadable,554681
0.85,50,0,0,0,0,0.01,0.01,0.0,Sure Thing,554801
0.62,18,0,0,0,1,0.01,0.0,0.01,Sure Thing,554866
2.88,38,1,0,0,0,0.68,0.71,-0.02,Do Not Disturb,554922
1.02,23,0,0,0,0,0.01,0.01,0.0,Sure Thing,554939
1.13,22,0,0,0,0,0.08,0.05,0.03,Sure Thing,555030
0.52,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,555075
0.5,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,555083
0.4,37,0,0,0,1,0.01,0.01,0.0,Sure Thing,555108
2.45,49,0,0,1,0,0.7,0.72,-0.02,Sure Thing,555135
2.62,16,0,0,0,0,0.47,0.33,0.14,Persuadable,555147
1.35,35,0,1,0,0,0.19,0.11,0.08,Persuadable,189676
4.92,39,1,1,1,0,0.65,0.6,0.04,Sure Thing,205044
1.38,39,0,0,0,1,0.17,0.11,0.06,Persuadable,220725
13.43,58,1,1,1,0,0.56,0.56,-0.0,Sure Thing,306819
1.48,29,0,0,0,0,0.2,0.12,0.08,Persuadable,363535
0.38,20,0,1,0,0,0.02,0.0,0.01,Sure Thing,381259
1.13,40,1,1,0,0,0.08,0.03,0.05,Persuadable,415282
0.25,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,442812
1.88,40,1,0,0,0,0.25,0.19,0.06,Persuadable,449804
2.38,39,1,0,0,0,0.67,0.71,-0.04,Do Not Disturb,462127
1.83,35,0,1,0,1,0.23,0.14,0.09,Persuadable,471973
0.53,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,485260
1.48,27,0,0,0,0,0.22,0.12,0.1,Persuadable,486270
4.02,40,0,0,1,0,0.66,0.68,-0.02,Sure Thing,487954
2.45,35,0,0,1,0,0.7,0.72,-0.01,Sure Thing,490107
3.12,29,0,0,1,1,0.69,0.68,0.02,Sure Thing,495273
0.25,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,498363
1.0,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,500078
0.72,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,501344
0.6,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,501708
1.57,44,1,0,0,0,0.2,0.12,0.08,Persuadable,504133
1.28,26,0,0,0,0,0.18,0.13,0.05,Persuadable,506828
2.23,54,1,1,1,0,0.59,0.67,-0.08,Do Not Disturb,510815
6.23,36,0,1,1,0,0.65,0.62,0.03,Sure Thing,511364
1.05,46,0,0,0,0,0.01,0.02,-0.0,Sure Thing,511379
0.77,54,0,0,0,0,0.01,0.01,0.01,Sure Thing,511739
3.32,30,1,1,1,0,0.65,0.65,0.0,Sure Thing,511943
0.72,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,512099
1.6,48,0,1,0,1,0.22,0.12,0.1,Persuadable,512303
1.03,50,0,0,0,0,0.02,0.01,0.01,Sure Thing,512787
2.95,62,1,0,1,0,0.57,0.56,0.01,Sure Thing,513227
0.4,22,1,1,0,0,0.04,0.01,0.03,Sure Thing,513345
0.53,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,513933
0.23,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,514071
0.92,67,1,0,0,0,0.02,0.0,0.01,Sure Thing,514639
0.72,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,514925
2.42,47,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,515421
1.08,29,0,0,0,0,0.07,0.04,0.03,Sure Thing,515675
2.03,55,1,1,0,0,0.51,0.45,0.06,Persuadable,516089
2.37,52,1,0,0,0,0.68,0.71,-0.03,Do Not Disturb,516528
0.98,41,0,0,0,0,0.01,0.01,-0.0,Sure Thing,516679
1.02,43,0,0,0,0,0.01,0.01,-0.0,Sure Thing,517732
12.63,45,0,1,0,0,0.66,0.65,0.02,Sure Thing,517967
0.25,77,1,0,0,0,0.02,0.0,0.02,Sure Thing,518443
0.38,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,518628
2.27,49,0,0,1,0,0.68,0.71,-0.04,Do Not Disturb,519137
1.23,19,0,0,0,0,0.13,0.09,0.03,Sure Thing,519191
2.95,56,1,0,1,0,0.63,0.63,-0.0,Sure Thing,519392
2.4,49,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,519631
1.32,40,0,0,0,0,0.15,0.11,0.04,Sure Thing,519859
0.87,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,520256
3.08,40,0,0,1,0,0.7,0.72,-0.02,Sure Thing,521066
1.1,62,0,0,0,0,0.09,0.03,0.06,Persuadable,521331
2.73,32,1,1,1,1,0.66,0.65,0.01,Sure Thing,521992
0.5,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,522263
1.98,37,0,0,0,0,0.42,0.51,-0.09,Do Not Disturb,522633
3.25,39,0,0,0,1,0.7,0.72,-0.01,Sure Thing,522738
7.72,39,0,0,0,0,0.7,0.67,0.03,Sure Thing,522761
6.38,44,1,0,1,1,0.67,0.66,0.01,Sure Thing,525265
2.4,37,0,0,0,0,0.69,0.72,-0.03,Do Not Disturb,525281
1.62,37,1,0,0,0,0.19,0.13,0.06,Persuadable,525824
1.15,37,0,1,0,0,0.09,0.04,0.05,Persuadable,525879
0.62,32,1,1,0,1,0.01,0.0,0.01,Sure Thing,526203
1.37,30,0,0,0,0,0.17,0.12,0.05,Persuadable,526291
1.52,68,1,0,0,0,0.18,0.13,0.05,Persuadable,526435
0.27,74,1,0,0,1,0.01,0.0,0.01,Sure Thing,527536
0.63,56,1,1,0,0,0.01,0.01,0.01,Sure Thing,527552
4.13,39,0,0,1,0,0.68,0.68,-0.0,Sure Thing,527585
3.12,32,0,0,0,0,0.7,0.68,0.02,Sure Thing,527605
4.22,16,0,0,1,0,0.4,0.31,0.09,Persuadable,528528
2.2,34,0,1,0,0,0.59,0.65,-0.06,Do Not Disturb,528723
3.93,29,0,0,0,0,0.66,0.63,0.02,Sure Thing,528965
0.63,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,529231
1.22,64,1,1,0,0,0.11,0.14,-0.03,Do Not Disturb,529940
0.63,41,0,1,0,1,0.01,0.01,0.0,Sure Thing,530090
2.52,47,1,0,0,0,0.7,0.71,-0.01,Sure Thing,530213
2.77,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,530665
2.85,50,1,1,1,0,0.67,0.68,-0.01,Sure Thing,531217
2.6,46,0,0,1,0,0.71,0.72,-0.01,Sure Thing,531344
2.62,47,0,1,1,0,0.7,0.69,0.01,Sure Thing,531663
1.0,50,1,1,0,0,0.02,0.01,0.01,Sure Thing,531771
3.33,64,1,0,0,0,0.54,0.51,0.03,Sure Thing,531847
0.63,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,532347
2.47,51,0,0,1,1,0.7,0.72,-0.01,Sure Thing,532568
2.67,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,532650
4.67,34,0,0,1,0,0.67,0.63,0.04,Sure Thing,532823
0.63,30,1,1,0,0,0.01,0.0,0.01,Sure Thing,534499
12.65,52,1,1,1,0,0.67,0.63,0.03,Sure Thing,534858
0.9,54,0,1,0,1,0.01,0.01,0.0,Sure Thing,535149
0.48,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,535701
0.75,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,536170
3.25,44,1,1,0,0,0.67,0.68,-0.01,Sure Thing,536275
5.98,43,1,0,1,0,0.67,0.66,0.01,Sure Thing,537098
0.25,55,1,1,0,0,0.01,0.0,0.01,Sure Thing,537177
0.5,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,538426
2.92,16,0,0,0,0,0.47,0.34,0.14,Persuadable,539493
0.5,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,540308
0.27,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,541497
1.35,34,0,0,0,0,0.14,0.12,0.02,Sure Thing,542277
2.4,54,0,0,1,0,0.67,0.72,-0.05,Do Not Disturb,542670
0.75,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,543165
1.33,33,0,1,1,0,0.21,0.12,0.1,Persuadable,543428
5.72,34,0,0,1,0,0.68,0.63,0.05,Persuadable,543618
0.63,51,1,1,0,0,0.02,0.0,0.01,Sure Thing,543671
2.13,42,1,1,0,1,0.6,0.53,0.06,Persuadable,544391
0.75,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,545684
1.63,20,0,1,0,1,0.19,0.12,0.06,Persuadable,545754
0.77,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,545771
7.78,56,0,0,0,0,0.62,0.56,0.05,Persuadable,545958
1.32,44,1,1,0,0,0.18,0.11,0.06,Persuadable,546224
0.38,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,546470
0.13,31,1,0,0,0,0.01,0.0,0.01,Sure Thing,546664
1.1,28,0,0,0,0,0.07,0.04,0.03,Sure Thing,547320
2.35,25,0,0,0,0,0.6,0.6,-0.0,Sure Thing,547342
3.57,63,1,1,0,0,0.41,0.49,-0.08,Do Not Disturb,547857
1.55,41,1,1,0,0,0.25,0.12,0.12,Persuadable,548272
0.87,31,0,0,0,1,0.01,0.0,0.01,Sure Thing,548990
1.88,16,0,0,0,0,0.14,0.14,0.0,Sure Thing,549190
0.9,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,549366
2.93,17,0,1,1,0,0.41,0.31,0.1,Persuadable,549389
2.28,42,0,1,1,0,0.66,0.69,-0.03,Do Not Disturb,549515
2.65,33,0,0,1,0,0.7,0.68,0.01,Sure Thing,549733
0.38,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,550110
1.73,71,1,0,0,0,0.23,0.16,0.06,Persuadable,550400
4.77,49,1,1,0,1,0.66,0.61,0.05,Persuadable,550455
0.65,20,0,1,0,0,0.02,0.0,0.01,Sure Thing,550482
0.53,76,1,0,0,0,0.02,0.0,0.02,Sure Thing,550830
2.25,38,0,0,1,0,0.66,0.71,-0.05,Do Not Disturb,551116
2.48,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,551237
1.3,40,1,0,0,0,0.16,0.12,0.04,Sure Thing,551278
6.02,49,1,0,1,0,0.67,0.66,0.01,Sure Thing,551567
1.37,28,1,0,0,0,0.21,0.11,0.09,Persuadable,551615
1.88,28,0,0,0,0,0.23,0.17,0.06,Persuadable,551620
1.87,50,0,0,0,1,0.26,0.15,0.1,Persuadable,552209
1.1,47,1,0,0,0,0.07,0.03,0.04,Sure Thing,552432
5.78,37,0,0,0,0,0.68,0.67,0.01,Sure Thing,552473
0.37,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,552623
0.72,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,552642
2.87,29,0,0,1,1,0.69,0.68,0.02,Sure Thing,552661
6.07,50,0,1,1,0,0.66,0.62,0.04,Sure Thing,552734
3.12,19,0,0,1,0,0.5,0.33,0.17,Persuadable,552775
0.38,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,553208
1.18,50,1,1,0,0,0.11,0.08,0.03,Sure Thing,553607
1.22,22,1,1,0,0,0.13,0.11,0.03,Sure Thing,554681
0.38,50,0,0,0,0,0.01,0.01,0.0,Sure Thing,554801
0.53,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,554939
1.1,37,0,0,0,1,0.05,0.04,0.01,Sure Thing,555108
0.63,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,555180
3.07,38,0,1,1,0,0.7,0.69,0.0,Sure Thing,555186
0.65,62,1,0,0,0,0.01,0.01,0.01,Sure Thing,555187
1.08,52,1,0,0,0,0.09,0.02,0.06,Persuadable,555191
4.43,48,1,1,0,0,0.66,0.63,0.02,Sure Thing,555193
1.75,62,0,0,0,0,0.25,0.15,0.1,Persuadable,555203
3.27,26,0,1,1,0,0.65,0.67,-0.02,Sure Thing,555257
0.95,58,0,0,0,0,0.01,0.01,0.0,Sure Thing,555275
0.25,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,555301
1.18,74,1,0,0,1,0.13,0.11,0.02,Sure Thing,555418
1.27,28,0,0,0,0,0.21,0.11,0.1,Persuadable,555478
1.45,38,0,0,1,0,0.17,0.11,0.06,Persuadable,555484
1.25,49,0,0,0,0,0.1,0.1,-0.0,Sure Thing,555492
1.13,41,1,1,0,0,0.08,0.03,0.06,Persuadable,555499
0.73,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,555521
1.7,34,1,0,0,0,0.19,0.13,0.06,Persuadable,555587
2.22,39,0,0,0,0,0.63,0.71,-0.08,Do Not Disturb,555648
0.87,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,555656
4.18,46,1,0,1,0,0.67,0.67,0.0,Sure Thing,555710
0.4,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,555773
0.5,33,1,1,0,0,0.02,0.0,0.01,Sure Thing,555784
0.92,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,555818
0.93,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,555850
0.77,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,555894
0.4,33,0,0,0,0,0.01,0.0,0.01,Sure Thing,555934
0.88,67,1,0,0,0,0.02,0.0,0.01,Sure Thing,555960
3.57,40,0,0,1,0,0.7,0.7,0.0,Sure Thing,555997
3.45,56,1,0,1,0,0.6,0.6,-0.01,Sure Thing,556019
1.47,35,0,0,0,0,0.18,0.12,0.07,Persuadable,556138
1.87,46,0,0,0,0,0.28,0.16,0.12,Persuadable,556214
2.37,56,0,0,1,0,0.63,0.64,-0.0,Sure Thing,556215
0.9,17,0,0,0,0,0.01,0.0,0.0,Sure Thing,556395
0.7,28,1,1,0,0,0.01,0.01,0.01,Sure Thing,556417
2.33,56,0,0,0,0,0.63,0.63,0.0,Sure Thing,556621
0.87,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,556622
0.75,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,556623
3.22,44,0,0,0,0,0.71,0.72,-0.01,Sure Thing,556647
1.35,37,0,0,0,0,0.15,0.11,0.03,Sure Thing,556714
0.87,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,556830
2.32,32,0,1,0,0,0.67,0.66,0.01,Sure Thing,556841
1.08,16,0,0,0,0,0.04,0.06,-0.02,Do Not Disturb,556900
0.25,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,556904
3.03,48,0,1,1,0,0.7,0.69,0.01,Sure Thing,557005
1.57,16,0,0,0,0,0.21,0.1,0.1,Persuadable,557010
1.37,55,1,0,0,0,0.15,0.13,0.03,Sure Thing,557033
2.12,47,1,0,0,0,0.63,0.55,0.08,Persuadable,164522
0.62,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,195192
0.37,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,317688
2.5,52,1,0,1,0,0.69,0.71,-0.01,Sure Thing,354950
0.5,26,0,1,0,0,0.01,0.01,0.0,Sure Thing,371201
1.98,44,1,0,1,0,0.43,0.51,-0.08,Do Not Disturb,396552
1.6,53,1,0,0,0,0.19,0.12,0.07,Persuadable,399799
1.82,51,1,1,0,0,0.24,0.14,0.11,Persuadable,407434
0.38,40,1,1,0,1,0.01,0.0,0.01,Sure Thing,415282
0.47,51,1,1,0,0,0.02,0.0,0.01,Sure Thing,420648
2.4,36,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,428056
2.37,44,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,444387
2.22,40,1,0,1,0,0.62,0.69,-0.08,Do Not Disturb,449804
2.63,44,0,0,1,1,0.71,0.72,-0.01,Sure Thing,453143
1.0,48,0,1,0,0,0.01,0.01,-0.0,Sure Thing,454264
2.13,48,1,1,0,0,0.6,0.52,0.08,Persuadable,464673
1.7,25,0,1,1,0,0.23,0.15,0.07,Persuadable,471500
0.77,35,0,1,0,1,0.01,0.01,0.0,Sure Thing,471973
0.48,39,1,1,0,1,0.02,0.0,0.01,Sure Thing,472713
2.17,46,1,0,1,0,0.63,0.66,-0.03,Do Not Disturb,473343
3.48,51,1,0,1,1,0.7,0.69,0.01,Sure Thing,474546
2.17,39,1,0,1,0,0.61,0.66,-0.04,Do Not Disturb,474980
1.23,43,0,0,0,0,0.09,0.11,-0.02,Sure Thing,476714
2.13,42,1,0,1,1,0.62,0.56,0.06,Persuadable,479254
1.25,45,1,0,0,0,0.09,0.11,-0.02,Do Not Disturb,481554
2.42,72,1,0,0,0,0.37,0.3,0.07,Persuadable,486046
3.48,25,0,0,0,1,0.59,0.62,-0.03,Do Not Disturb,486823
3.3,38,0,1,1,0,0.69,0.69,0.0,Sure Thing,489953
2.23,41,1,0,0,1,0.62,0.7,-0.08,Do Not Disturb,494704
1.07,36,0,0,0,0,0.09,0.03,0.06,Persuadable,499990
2.78,39,0,0,0,0,0.7,0.72,-0.01,Sure Thing,503418
1.28,43,1,1,0,0,0.17,0.11,0.06,Persuadable,504081
0.52,67,0,0,0,0,0.02,0.0,0.02,Sure Thing,504579
0.75,36,1,1,0,0,0.01,0.0,0.01,Sure Thing,507728
2.32,47,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,508367
2.22,36,0,0,1,0,0.63,0.71,-0.07,Do Not Disturb,509282
7.45,53,0,1,1,0,0.66,0.61,0.04,Sure Thing,509421
1.52,43,0,0,0,1,0.22,0.11,0.11,Persuadable,510953
2.3,47,1,1,1,0,0.66,0.68,-0.02,Sure Thing,511125
2.52,44,1,1,0,0,0.68,0.68,-0.0,Sure Thing,511223
2.65,50,1,1,0,0,0.68,0.68,-0.0,Sure Thing,511570
2.5,38,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,511609
1.15,37,0,0,0,0,0.08,0.05,0.03,Sure Thing,511778
1.32,39,0,0,0,0,0.15,0.11,0.04,Sure Thing,511851
0.97,41,0,0,0,1,0.01,0.01,0.0,Sure Thing,512589
0.65,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,512631
0.48,50,0,0,0,0,0.01,0.01,0.0,Sure Thing,512787
1.02,20,0,1,0,1,0.02,0.01,0.01,Sure Thing,513090
