session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,user_id
0.8,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,536791
1.83,40,0,0,0,0,0.25,0.12,0.13,Persuadable,0.13,Give Discount,536810
0.87,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,536876
0.4,65,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,536893
1.35,37,0,0,0,0,0.15,0.11,0.03,Sure Thing,0.12,No Action,537066
0.85,43,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,537098
0.6,55,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,537177
0.9,43,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,537181
1.07,40,1,1,0,0,0.08,0.02,0.06,Persuadable,0.03,Give Discount,276512
1.25,50,0,0,0,0,0.1,0.1,0.0,Sure Thing,0.11,No Action,313724
4.33,45,0,0,1,0,0.68,0.68,0.01,Sure Thing,0.7,No Discount (Sure Thing),322867
1.58,63,1,0,0,0,0.18,0.14,0.04,Sure Thing,0.15,No Action,343928
2.15,43,0,0,1,1,0.64,0.6,0.04,Sure Thing,0.62,No Action,380436
2.82,41,0,1,1,0,0.7,0.69,0.0,Sure Thing,0.68,No Action,423042
0.9,49,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,434238
4.53,57,1,0,1,0,0.52,0.56,-0.04,Do Not Disturb,0.56,Avoid (Do Not Disturb),441457
1.02,70,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,442819
1.03,34,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,449619
1.4,28,0,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,459645
2.03,29,0,0,1,0,0.55,0.47,0.08,Persuadable,0.49,Give Discount,461744
0.88,23,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,464542
0.87,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,464673
1.25,27,0,1,0,0,0.12,0.11,0.01,Sure Thing,0.1,No Action,464855
0.53,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,472785
2.38,45,1,1,1,0,0.66,0.68,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),475130
1.97,45,0,0,1,0,0.4,0.26,0.13,Persuadable,0.26,Give Discount,481245
1.42,45,0,0,0,0,0.18,0.11,0.07,Persuadable,0.12,Give Discount,483224
2.98,37,1,1,1,0,0.66,0.68,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),483480
1.35,25,0,0,0,0,0.17,0.1,0.08,Persuadable,0.11,Give Discount,486823
1.0,16,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,488246
2.43,35,0,1,0,0,0.69,0.69,-0.0,Sure Thing,0.68,Avoid (Do Not Disturb),490671
0.53,37,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,491003
1.57,41,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,494704
0.37,33,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,495080
0.85,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,499810
0.37,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,500243
2.45,43,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),500257
0.38,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,502847
0.53,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),503277
1.22,62,1,0,1,0,0.08,0.14,-0.05,Do Not Disturb,0.13,Avoid (Do Not Disturb),509781
0.38,68,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,509969
2.45,31,0,0,1,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,510198
1.35,31,0,0,0,0,0.15,0.12,0.03,Sure Thing,0.12,No Action,511208
2.8,67,0,0,0,0,0.51,0.37,0.14,Persuadable,0.38,Give Discount,511238
1.93,46,0,0,0,0,0.31,0.22,0.1,Persuadable,0.23,Give Discount,511379
1.83,42,0,0,0,0,0.24,0.12,0.12,Persuadable,0.13,Give Discount,511424
0.6,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),511542
0.25,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,511554
2.02,40,0,0,0,0,0.45,0.52,-0.07,Do Not Disturb,0.53,Avoid (Do Not Disturb),511589
1.35,38,0,0,0,0,0.15,0.11,0.04,Sure Thing,0.12,No Action,511697
1.2,56,0,1,0,0,0.1,0.09,0.01,Sure Thing,0.11,No Action,511726
2.25,44,0,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),511923
2.33,39,0,1,0,0,0.68,0.69,-0.01,Sure Thing,0.68,Avoid (Do Not Disturb),512069
2.08,39,1,1,1,0,0.58,0.54,0.04,Sure Thing,0.53,No Action,512103
3.27,16,0,0,0,0,0.47,0.32,0.15,Persuadable,0.33,Give Discount,512144
0.23,36,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,512193
3.1,45,1,1,0,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),512302
3.32,37,1,0,1,0,0.69,0.7,-0.02,Sure Thing,0.7,No Discount (Sure Thing),513216
1.0,36,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),513296
0.8,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,513661
0.77,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.0,No Action,513714
2.38,65,0,0,1,0,0.49,0.41,0.09,Persuadable,0.39,Give Discount,513776
0.62,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,513823
0.52,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,513869
0.48,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,514113
2.7,23,0,0,0,0,0.49,0.34,0.16,Persuadable,0.34,Give Discount,514684
3.37,35,0,0,1,0,0.71,0.71,0.0,Sure Thing,0.71,No Discount (Sure Thing),515139
2.47,39,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),515398
1.95,55,1,1,0,0,0.3,0.34,-0.03,Do Not Disturb,0.31,Avoid (Do Not Disturb),515490
1.1,30,0,0,0,0,0.08,0.04,0.04,Sure Thing,0.05,No Action,515947
3.18,50,1,0,0,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),516251
0.4,25,1,0,0,0,0.04,0.0,0.04,Sure Thing,0.0,No Action,516418
2.32,37,1,0,0,0,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),516456
5.42,37,0,0,1,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),516593
2.48,52,1,1,0,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),516639
3.02,52,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),517212
1.88,23,0,0,0,0,0.21,0.16,0.04,Sure Thing,0.15,No Action,518084
3.23,39,0,0,1,1,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),518393
0.27,33,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,518867
3.03,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),519014
3.08,32,0,1,0,0,0.68,0.66,0.01,Sure Thing,0.64,No Action,519096
3.93,19,0,0,0,0,0.47,0.3,0.16,Persuadable,0.32,Give Discount,519191
0.5,67,0,0,0,0,0.02,0.0,0.02,Sure Thing,0.0,No Action,519353
4.87,51,1,1,1,0,0.66,0.6,0.05,Persuadable,0.66,Give Discount,519718
1.1,57,1,1,0,0,0.11,0.02,0.1,Persuadable,0.03,Give Discount,519943
2.67,36,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),519955
1.62,24,0,0,0,1,0.2,0.13,0.07,Persuadable,0.13,Give Discount,520327
2.47,29,0,1,1,0,0.67,0.66,0.01,Sure Thing,0.64,No Action,521109
4.17,39,1,0,1,0,0.66,0.67,-0.01,Sure Thing,0.7,Avoid (Do Not Disturb),521392
2.15,43,1,1,1,0,0.6,0.55,0.06,Persuadable,0.55,Give Discount,521885
0.73,36,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,522171
0.92,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,522263
0.4,23,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,524318
0.5,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,524473
3.0,53,0,0,1,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),524511
1.82,22,0,0,0,0,0.22,0.13,0.09,Persuadable,0.13,Give Discount,526184
2.32,38,0,0,1,1,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),527406
2.38,44,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),527824
3.12,48,1,1,0,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),528379
1.85,43,1,0,0,0,0.26,0.16,0.09,Persuadable,0.16,Give Discount,528411
3.13,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),528657
0.38,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,528826
0.77,29,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,528965
3.85,38,1,0,0,1,0.68,0.68,-0.0,Sure Thing,0.7,Avoid (Do Not Disturb),529502
2.2,17,1,1,1,0,0.36,0.31,0.04,Sure Thing,0.31,No Action,530581
2.68,50,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),531431
2.85,37,0,0,0,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),531512
2.78,48,1,0,1,1,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),531557
2.38,20,0,1,0,0,0.44,0.31,0.13,Persuadable,0.31,Give Discount,531682
2.63,50,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),531771
2.12,31,0,0,0,0,0.61,0.56,0.05,Sure Thing,0.57,No Action,531824
2.12,42,1,0,1,0,0.63,0.56,0.07,Persuadable,0.58,Give Discount,532233
0.85,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,532810
2.32,46,1,0,0,1,0.67,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),533155
0.27,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,533573
1.38,37,0,0,0,0,0.16,0.11,0.05,Sure Thing,0.12,No Action,533656
2.62,37,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),533809
0.25,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,534246
2.75,36,0,1,0,0,0.69,0.69,-0.0,Sure Thing,0.68,Avoid (Do Not Disturb),534380
0.48,48,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.0,No Action,534391
0.98,69,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,534742
4.27,50,0,1,0,0,0.68,0.64,0.04,Sure Thing,0.67,No Action,534903
2.57,45,0,1,1,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,535047
0.5,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,535136
1.63,54,0,1,0,0,0.23,0.13,0.1,Persuadable,0.14,Give Discount,535149
4.12,42,1,1,1,0,0.65,0.65,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),535495
0.65,24,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,535994
1.05,33,0,1,1,0,0.02,0.03,-0.0,Sure Thing,0.03,Avoid (Do Not Disturb),536099
0.4,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,536278
1.2,27,0,0,0,0,0.11,0.11,0.0,Sure Thing,0.11,No Action,536675
2.47,39,0,0,0,1,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),536691
2.63,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),536791
1.82,43,0,1,1,0,0.25,0.13,0.12,Persuadable,0.14,Give Discount,537181
2.1,31,0,1,1,0,0.54,0.52,0.02,Sure Thing,0.52,No Action,537317
4.5,36,0,1,1,1,0.67,0.63,0.04,Sure Thing,0.67,No Action,537373
3.03,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),537393
0.75,19,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,537400
3.02,23,1,1,0,0,0.5,0.26,0.24,Persuadable,0.29,Give Discount,537470
0.73,68,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,537481
0.23,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,537507
1.08,43,1,0,1,1,0.11,0.03,0.08,Persuadable,0.04,Give Discount,537560
2.78,47,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),537595
2.95,44,1,0,0,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),537671
0.78,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,537723
0.48,30,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,537725
4.47,35,0,0,1,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),537748
1.43,39,1,0,0,0,0.18,0.12,0.06,Persuadable,0.13,Give Discount,537770
2.55,21,0,0,1,0,0.54,0.32,0.22,Persuadable,0.34,Give Discount,537795
3.02,18,0,1,0,0,0.4,0.28,0.11,Persuadable,0.3,Give Discount,537804
3.25,30,0,1,0,1,0.67,0.66,0.01,Sure Thing,0.64,No Action,537818
0.27,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,537819
2.25,38,0,1,1,0,0.64,0.68,-0.04,Do Not Disturb,0.68,Avoid (Do Not Disturb),537861
0.52,25,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,537975
2.63,48,0,1,1,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,538069
2.32,48,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),538074
1.33,28,0,1,0,0,0.24,0.11,0.13,Persuadable,0.12,Give Discount,538108
0.47,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,538134
1.3,16,0,0,0,0,0.16,0.1,0.06,Persuadable,0.12,Give Discount,538139
0.52,51,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,538167
5.42,44,1,1,0,0,0.65,0.6,0.05,Sure Thing,0.66,No Action,538188
1.85,43,0,0,0,0,0.27,0.15,0.11,Persuadable,0.15,Give Discount,538197
3.0,49,0,1,0,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,538214
0.75,62,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),538216
0.37,54,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,538306
0.38,26,0,1,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,538321
2.68,39,0,1,0,0,0.69,0.69,0.0,Sure Thing,0.68,No Action,538331
3.07,43,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),538388
0.5,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,538413
2.75,50,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),538426
0.52,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,538454
0.63,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,538457
1.38,33,0,1,0,0,0.24,0.12,0.12,Persuadable,0.14,Give Discount,538489
1.63,32,0,0,0,0,0.17,0.12,0.05,Persuadable,0.13,Give Discount,538522
1.25,37,1,0,0,0,0.11,0.13,-0.02,Sure Thing,0.12,Avoid (Do Not Disturb),538638
11.97,35,1,0,1,0,0.72,0.68,0.03,Sure Thing,0.71,No Discount (Sure Thing),538641
0.27,56,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,538677
1.62,17,0,0,0,0,0.17,0.1,0.07,Persuadable,0.11,Give Discount,538681
0.5,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,538691
1.12,23,0,1,0,0,0.07,0.04,0.03,Sure Thing,0.05,No Action,538696
1.27,52,1,1,0,0,0.18,0.11,0.07,Persuadable,0.11,Give Discount,538703
4.15,38,1,0,1,0,0.66,0.67,-0.01,Sure Thing,0.7,Avoid (Do Not Disturb),538714
4.2,46,1,1,1,0,0.65,0.65,0.0,Sure Thing,0.67,No Action,538780
1.67,45,1,1,0,0,0.24,0.13,0.11,Persuadable,0.14,Give Discount,538814
0.47,36,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,538883
0.6,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,538915
1.32,23,1,1,0,0,0.13,0.1,0.03,Sure Thing,0.1,No Action,538919
2.48,39,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),539008
0.52,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,539010
2.7,44,1,1,1,1,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),539012
3.45,52,1,0,1,1,0.7,0.69,0.0,Sure Thing,0.7,No Discount (Sure Thing),539093
0.52,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,539105
0.12,21,0,0,0,1,0.01,0.0,0.0,Sure Thing,0.0,No Action,216796
2.33,27,0,0,1,0,0.64,0.68,-0.04,Do Not Disturb,0.67,Avoid (Do Not Disturb),348817
0.5,26,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,371201
2.33,28,0,0,0,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),407642
2.48,39,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),411701
7.03,41,1,1,0,0,0.64,0.6,0.03,Sure Thing,0.66,No Action,421247
2.83,36,0,0,0,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),431337
4.32,38,0,0,1,1,0.68,0.68,0.0,Sure Thing,0.7,No Discount (Sure Thing),437549
1.6,50,0,0,0,1,0.21,0.11,0.1,Persuadable,0.13,Give Discount,439363
0.98,36,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),448467
2.68,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,0.67,No Action,449619
0.37,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,476714
1.12,31,0,0,0,0,0.07,0.03,0.04,Sure Thing,0.04,No Action,481292
0.62,47,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,485591
3.02,41,0,1,0,0,0.7,0.69,0.0,Sure Thing,0.68,No Action,485894
4.12,16,0,0,0,0,0.4,0.31,0.1,Persuadable,0.32,Give Discount,488246
0.87,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,489802
1.33,33,1,0,0,0,0.16,0.12,0.04,Sure Thing,0.13,No Action,495080
0.13,28,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,496074
2.82,46,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),497108
3.18,43,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),498154
1.65,44,1,0,0,1,0.21,0.12,0.09,Persuadable,0.13,Give Discount,498199
2.55,29,0,0,1,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,499038
0.5,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,500493
2.58,49,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),502847
1.2,46,0,0,0,0,0.07,0.1,-0.03,Do Not Disturb,0.11,Avoid (Do Not Disturb),503945
0.75,67,0,0,0,0,0.02,0.0,0.02,Sure Thing,0.0,No Action,504579
1.68,53,1,0,1,0,0.21,0.13,0.08,Persuadable,0.13,Give Discount,505854
1.13,53,1,0,0,0,0.07,0.02,0.05,Sure Thing,0.03,No Action,506611
0.63,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,509282
1.68,28,0,1,0,0,0.24,0.12,0.12,Persuadable,0.13,Give Discount,509515
0.38,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,509924
0.63,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,510719
0.92,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,511208
0.87,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,511223
0.98,40,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,511326
0.77,36,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,511364
1.22,46,0,0,0,0,0.07,0.1,-0.03,Do Not Disturb,0.11,Avoid (Do Not Disturb),511379
0.75,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,511609
1.0,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,511851
1.63,44,0,1,1,1,0.23,0.12,0.12,Persuadable,0.13,Give Discount,511996
0.25,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,512552
1.42,16,0,0,0,1,0.13,0.11,0.02,Sure Thing,0.12,No Action,512974
2.73,31,0,1,0,1,0.68,0.67,0.01,Sure Thing,0.64,No Action,513543
0.23,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,513620
1.98,44,1,0,0,0,0.43,0.51,-0.08,Do Not Disturb,0.54,Avoid (Do Not Disturb),513823
1.37,53,1,0,0,0,0.15,0.12,0.03,Sure Thing,0.13,No Action,514324
1.37,37,0,0,0,0,0.16,0.11,0.05,Persuadable,0.12,Give Discount,514395
2.32,67,1,0,0,0,0.4,0.28,0.12,Persuadable,0.3,Give Discount,514639
1.47,36,0,1,0,0,0.25,0.12,0.13,Persuadable,0.13,Give Discount,514951
2.63,48,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),515060
0.5,46,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,515908
0.4,63,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,516150
1.37,49,0,0,0,0,0.18,0.11,0.07,Persuadable,0.12,Give Discount,516177
0.75,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,516456
1.38,45,1,0,0,0,0.17,0.12,0.05,Persuadable,0.12,Give Discount,516763
0.48,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,516808
0.75,68,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,517324
1.13,51,1,0,0,0,0.08,0.02,0.06,Persuadable,0.03,Give Discount,517545
2.37,58,1,1,0,0,0.52,0.54,-0.02,Sure Thing,0.53,Avoid (Do Not Disturb),517776
1.15,42,1,0,1,0,0.09,0.05,0.05,Sure Thing,0.06,No Action,517968
2.85,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),518324
1.22,48,0,0,0,1,0.07,0.1,-0.03,Do Not Disturb,0.11,Avoid (Do Not Disturb),518894
0.63,19,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,519191
0.65,26,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,519260
2.2,23,0,1,1,0,0.43,0.39,0.04,Sure Thing,0.34,No Action,520170
1.55,40,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,520244
2.27,39,0,0,0,0,0.67,0.71,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),520920
0.5,51,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,520934
0.72,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,521286
2.45,54,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),521408
0.97,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,524151
0.63,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,524473
1.12,29,0,0,0,0,0.08,0.04,0.05,Sure Thing,0.04,No Action,524923
0.57,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,525410
2.87,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),525631
0.23,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,527232
1.37,40,0,0,1,0,0.17,0.11,0.07,Persuadable,0.12,Give Discount,527396
2.5,16,0,0,0,1,0.47,0.33,0.14,Persuadable,0.34,Give Discount,527445
2.72,40,1,0,0,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),527541
2.95,50,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),528417
1.72,63,1,1,0,0,0.19,0.18,0.01,Sure Thing,0.16,No Action,529048
2.75,49,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),529249
2.35,45,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),530563
2.43,41,1,0,0,1,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),530656
2.6,36,0,1,0,0,0.69,0.69,-0.0,Sure Thing,0.68,Avoid (Do Not Disturb),530754
0.72,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,531006
1.72,41,1,0,0,0,0.21,0.12,0.09,Persuadable,0.13,Give Discount,531339
1.48,22,0,1,0,0,0.33,0.11,0.22,Persuadable,0.13,Give Discount,531562
2.0,31,0,0,1,0,0.38,0.49,-0.11,Do Not Disturb,0.5,Avoid (Do Not Disturb),531824
5.03,25,0,1,1,0,0.57,0.52,0.04,Sure Thing,0.55,No Action,531844
0.52,24,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,532064
0.38,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,532159
0.12,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,532426
0.48,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,532721
8.8,40,0,0,1,0,0.7,0.67,0.03,Sure Thing,0.7,No Discount (Sure Thing),532742
1.0,30,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,532750
2.0,34,0,0,1,0,0.39,0.5,-0.12,Do Not Disturb,0.5,Avoid (Do Not Disturb),532823
3.0,54,0,0,1,0,0.68,0.72,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),532863
2.93,29,0,0,1,0,0.69,0.68,0.02,Sure Thing,0.67,No Action,532941
2.65,50,1,1,0,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),532989
0.88,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,533093
1.35,46,1,1,0,0,0.18,0.11,0.07,Persuadable,0.13,Give Discount,533613
