session_duration,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,expected_value,decision,user_id
0.73,0.0,48,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.38,Low Priority,521658
1.0,0.0,51,0,1,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.31,Avoid (Do Not Disturb),521884
2.17,0.0,38,0,0,0,0,0.24,0.15,0.09,Persuadable,0.18,-6.48,Low Priority,525611
0.5,0.0,25,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,528139
1.98,436.27,27,0,0,1,0,0.75,0.82,-0.07,Do Not Disturb,0.83,-21.87,No Discount (Sure Thing),529831
0.85,0.0,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,531361
1.1,0.0,50,1,1,0,0,0.07,0.03,0.04,Sure Thing,0.03,-10.82,Low Priority,531771
5.52,771.52,53,1,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.72,No Discount (Sure Thing),532225
12.28,0.0,50,0,0,1,0,0.34,0.42,-0.08,Do Not Disturb,0.25,-22.74,Avoid (Do Not Disturb),532381
0.42,0.0,37,0,0,0,1,0.0,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),533656
1.4,0.0,39,0,0,0,0,0.21,0.12,0.09,Persuadable,0.13,-5.96,Low Priority,539300
5.77,606.03,51,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.92,-16.05,No Discount (Sure Thing),540415
2.25,248.36,34,1,0,1,0,0.88,0.92,-0.03,Do Not Disturb,0.92,-18.27,No Discount (Sure Thing),540708
0.77,0.0,42,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.99,Low Priority,542383
2.33,388.41,44,1,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.12,No Discount (Sure Thing),546702
2.38,0.0,52,1,0,0,1,0.23,0.16,0.08,Persuadable,0.18,-7.16,Low Priority,547617
0.85,0.0,32,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.64,Low Priority,549115
1.62,6099.91,44,1,0,0,0,0.08,0.07,0.01,Sure Thing,0.06,-13.78,Low Priority,552861
1.53,0.0,66,1,0,0,0,0.2,0.13,0.07,Sure Thing,0.14,-8.46,Low Priority,560495
1.03,0.0,44,0,1,0,0,0.04,0.01,0.03,Sure Thing,0.01,-11.68,Low Priority,566173
1.02,0.0,44,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,567256
0.6,0.0,32,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,570654
0.63,0.0,59,1,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.73,Low Priority,571084
2.33,203.04,41,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.28,No Discount (Sure Thing),574603
1.38,0.0,42,1,0,0,0,0.22,0.13,0.09,Persuadable,0.14,-5.6,Low Priority,575677
1.73,0.0,16,0,0,0,0,0.19,0.11,0.07,Sure Thing,0.12,-7.63,Low Priority,577682
3.4,505.73,33,0,0,1,0,0.92,0.92,-0.01,Do Not Disturb,0.93,-15.61,No Discount (Sure Thing),585310
1.37,0.0,20,0,0,0,0,0.17,0.12,0.05,Sure Thing,0.13,-10.05,Low Priority,586357
0.48,0.0,41,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.67,Low Priority,586811
6.25,444.98,42,0,0,1,1,0.91,0.93,-0.01,Do Not Disturb,0.92,-16.32,No Discount (Sure Thing),588893
0.63,0.0,43,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.34,Low Priority,590400
2.72,2003.98,31,0,0,1,0,0.91,0.91,0.0,Sure Thing,0.9,-14.55,No Discount (Sure Thing),595126
2.83,364.87,41,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.35,No Discount (Sure Thing),603440
1.9,0.0,51,1,0,0,0,0.23,0.13,0.1,Persuadable,0.15,-4.61,Low Priority,604617
0.48,0.0,43,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.3,Low Priority,605311
3.72,587.23,46,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.92,-16.01,No Discount (Sure Thing),623087
2.53,206.35,44,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.22,No Discount (Sure Thing),629952
1.1,0.0,53,1,0,0,0,0.07,0.03,0.05,Sure Thing,0.03,-10.04,Low Priority,631384
1.42,0.0,58,1,1,0,0,0.18,0.14,0.04,Sure Thing,0.15,-10.99,Low Priority,631477
2.75,277.29,53,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.75,No Discount (Sure Thing),631970
0.6,0.0,37,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),631975
0.37,0.0,67,1,0,0,0,0.03,0.01,0.02,Sure Thing,0.01,-13.05,Low Priority,636251
0.35,0.0,22,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.38,Low Priority,638237
0.5,0.0,22,0,0,0,1,0.01,0.01,0.01,Sure Thing,0.01,-14.35,Low Priority,649935
0.65,0.0,27,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.79,Low Priority,652527
0.85,0.0,29,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.54,Low Priority,668677
0.37,0.0,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.53,Low Priority,657343
2.42,68.55,47,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.19,No Discount (Sure Thing),658528
2.42,92.3,42,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.78,No Discount (Sure Thing),659832
1.57,0.0,44,1,0,1,0,0.23,0.13,0.11,Persuadable,0.14,-4.24,Low Priority,674375
2.48,0.0,19,0,1,0,1,0.22,0.13,0.09,Persuadable,0.14,-5.83,Low Priority,689984
0.38,0.0,73,0,0,0,0,0.06,0.01,0.06,Sure Thing,0.01,-9.1,Low Priority,693301
2.37,1394.39,40,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-17.08,No Discount (Sure Thing),204943
1.83,0.0,38,0,0,0,0,0.22,0.13,0.09,Persuadable,0.13,-5.77,Low Priority,324191
0.38,0.0,33,1,0,0,0,0.0,0.0,-0.0,Lost Cause,0.01,-15.09,Avoid (Do Not Disturb),374340
1.25,4334.9,45,1,0,0,0,0.08,0.07,0.01,Sure Thing,0.06,-14.38,Low Priority,497475
2.6,0.0,39,0,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.52,Low Priority,503418
3.2,514.15,60,0,0,1,0,0.9,0.92,-0.02,Do Not Disturb,0.92,-17.42,No Discount (Sure Thing),505230
0.92,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,507759
10.32,0.0,31,0,0,0,0,0.28,0.15,0.13,Persuadable,0.18,-2.33,Low Priority,510198
1.4,0.0,41,1,0,0,0,0.21,0.13,0.08,Persuadable,0.14,-6.53,Low Priority,511160
2.63,161.01,49,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.68,No Discount (Sure Thing),512556
4.7,1267.95,35,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.87,No Discount (Sure Thing),512976
0.25,0.0,47,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.81,Low Priority,513853
0.75,0.0,54,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.45,Low Priority,513917
3.62,0.0,53,1,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.52,Low Priority,514324
0.92,0.0,49,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,515124
2.17,0.0,46,1,0,0,0,0.23,0.16,0.07,Sure Thing,0.18,-7.75,Low Priority,517894
9.55,197.45,52,1,0,0,0,0.93,0.93,0.0,Lost Cause,0.93,-14.84,No Discount (Sure Thing),520177
1.98,0.0,49,1,0,0,0,0.25,0.15,0.1,Persuadable,0.17,-4.95,Low Priority,520804
3.47,146.45,43,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.09,No Discount (Sure Thing),521404
1.98,0.0,63,1,0,0,0,0.22,0.15,0.08,Sure Thing,0.17,-7.46,Low Priority,527130
1.67,0.0,50,1,1,1,0,0.23,0.13,0.1,Persuadable,0.15,-5.24,Low Priority,528827
2.75,0.0,47,0,1,0,0,0.23,0.14,0.09,Persuadable,0.17,-5.84,Low Priority,531663
0.88,0.0,40,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,532535
1.62,0.0,39,1,0,1,0,0.24,0.13,0.1,Persuadable,0.14,-4.69,Low Priority,539519
2.48,0.0,37,0,0,0,0,0.24,0.16,0.09,Persuadable,0.18,-6.42,Low Priority,540252
3.57,0.0,38,1,1,0,0,0.23,0.16,0.07,Sure Thing,0.18,-8.1,Low Priority,542605
1.97,108.82,55,1,1,1,0,0.6,0.76,-0.16,Do Not Disturb,0.74,-31.43,No Discount (Sure Thing),543778
0.52,0.0,32,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,545345
0.25,0.0,37,1,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,546648
2.48,0.0,61,1,0,1,0,0.24,0.15,0.08,Persuadable,0.17,-6.69,Low Priority,547181
20.07,0.0,72,0,0,1,0,0.69,0.49,0.19,Persuadable,0.57,4.4,Give Discount,549121
3.13,569.39,35,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-17.21,No Discount (Sure Thing),549359
0.48,0.0,41,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,549579
0.83,0.0,28,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.59,Low Priority,552088
4.07,971.73,39,0,0,1,0,0.9,0.92,-0.02,Do Not Disturb,0.92,-16.87,No Discount (Sure Thing),553139
0.52,0.0,18,0,0,0,0,0.01,0.0,0.0,Lost Cause,0.01,-14.74,Low Priority,554866
10.97,0.0,16,0,0,0,1,0.25,0.31,-0.07,Do Not Disturb,0.22,-21.95,Avoid (Do Not Disturb),555147
1.6,0.0,37,0,0,0,0,0.22,0.13,0.09,Persuadable,0.13,-5.73,Low Priority,557876
2.13,363.91,39,0,0,1,0,0.87,0.9,-0.03,Do Not Disturb,0.89,-17.97,No Discount (Sure Thing),559712
5.02,16.21,45,1,0,1,0,0.89,0.93,-0.04,Do Not Disturb,0.93,-18.78,No Discount (Sure Thing),559775
2.27,0.0,19,0,0,0,0,0.21,0.13,0.08,Persuadable,0.14,-6.84,Low Priority,563100
0.73,0.0,38,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.87,Low Priority,563221
2.38,0.0,63,1,1,0,0,0.21,0.15,0.06,Sure Thing,0.17,-8.88,Low Priority,563375
0.62,0.0,41,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.37,Low Priority,575823
0.98,0.0,16,0,0,0,1,0.01,0.01,-0.0,Lost Cause,0.01,-15.28,Avoid (Do Not Disturb),577682
0.98,0.0,49,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,581385
1.77,0.0,32,1,1,0,0,0.26,0.14,0.13,Persuadable,0.16,-2.42,Low Priority,588677
1.4,0.0,58,0,0,0,0,0.19,0.12,0.07,Sure Thing,0.13,-8.16,Low Priority,590130
1.82,0.0,35,0,0,0,0,0.21,0.13,0.08,Persuadable,0.13,-6.92,Low Priority,592221
0.5,0.0,44,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.72,Low Priority,593786
1.67,0.0,45,0,0,0,0,0.23,0.12,0.11,Persuadable,0.13,-4.29,Low Priority,595026
0.12,0.0,40,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,595087
1.12,0.0,38,0,0,0,0,0.08,0.03,0.05,Sure Thing,0.03,-9.73,Low Priority,598687
5.55,418.22,52,1,0,1,1,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.55,No Discount (Sure Thing),600395
1.28,0.0,35,0,0,0,0,0.18,0.12,0.06,Sure Thing,0.13,-9.12,Low Priority,602734
1.82,0.0,24,0,1,0,0,0.24,0.13,0.11,Persuadable,0.15,-3.82,Low Priority,604916
0.12,0.0,24,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.52,Low Priority,619938
0.37,0.0,45,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.03,Avoid (Do Not Disturb),622343
3.43,0.0,57,1,1,0,0,0.21,0.14,0.07,Sure Thing,0.16,-8.37,Low Priority,644639
1.67,0.0,41,1,1,1,0,0.24,0.13,0.12,Persuadable,0.15,-3.41,Low Priority,651828
2.78,97.51,47,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.74,No Discount (Sure Thing),671066
3.2,142.44,52,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.19,No Discount (Sure Thing),683978
0.37,0.0,55,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,-14.53,Low Priority,685604
4.15,27.42,43,0,0,1,0,0.89,0.93,-0.04,Do Not Disturb,0.93,-18.97,No Discount (Sure Thing),690422
0.12,0.0,34,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.94,Low Priority,699040
2.4,453.73,40,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.85,No Discount (Sure Thing),715059
0.27,0.0,44,1,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.6,Low Priority,727886
0.5,0.0,19,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,741190
0.73,0.0,43,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.4,Low Priority,811077
2.1,0.0,40,1,1,0,0,0.22,0.14,0.07,Sure Thing,0.17,-7.87,Low Priority,276512
3.12,0.0,32,0,0,1,0,0.25,0.16,0.09,Persuadable,0.17,-5.74,Low Priority,381465
2.58,238.67,31,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.71,No Discount (Sure Thing),400582
2.05,0.0,35,0,0,0,0,0.25,0.14,0.11,Persuadable,0.17,-4.18,Low Priority,427426
1.35,5895.18,19,0,0,0,0,0.13,0.05,0.08,Persuadable,0.04,-7.23,Low Priority,478760
3.53,0.0,63,1,0,1,0,0.24,0.15,0.08,Persuadable,0.17,-6.65,Low Priority,487276
4.85,0.0,42,1,1,0,0,0.23,0.14,0.08,Persuadable,0.17,-6.59,Low Priority,507805
7.78,690.69,39,0,1,1,1,0.91,0.92,-0.01,Do Not Disturb,0.92,-16.1,No Discount (Sure Thing),512069
0.75,0.0,36,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,512193
13.1,0.0,29,0,0,1,1,0.36,0.33,0.03,Sure Thing,0.28,-11.88,Low Priority,515675
1.68,0.0,53,1,1,0,0,0.22,0.13,0.08,Persuadable,0.15,-6.55,Low Priority,517596
1.48,0.0,32,0,1,0,0,0.25,0.12,0.13,Persuadable,0.14,-2.4,Low Priority,519096
2.92,0.0,40,0,0,0,0,0.24,0.15,0.09,Persuadable,0.18,-6.2,Low Priority,521044
3.33,734.98,31,0,0,0,0,0.91,0.92,-0.01,Do Not Disturb,0.93,-15.7,No Discount (Sure Thing),521883
1.98,216.25,40,1,1,1,0,0.75,0.79,-0.05,Do Not Disturb,0.81,-19.8,No Discount (Sure Thing),522179
3.43,0.0,40,1,1,0,1,0.22,0.15,0.07,Sure Thing,0.17,-8.03,Low Priority,523158
2.83,290.95,38,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.1,No Discount (Sure Thing),525043
1.32,0.0,36,0,0,0,0,0.18,0.13,0.05,Sure Thing,0.13,-9.81,Low Priority,525056
1.03,0.0,24,0,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,-14.23,Low Priority,527524
2.92,503.77,53,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.32,No Discount (Sure Thing),528354
0.4,0.0,20,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.4,Low Priority,529783
1.62,0.0,32,0,0,1,1,0.21,0.12,0.09,Persuadable,0.13,-6.04,Low Priority,533537
1.72,0.0,62,0,0,0,0,0.23,0.13,0.11,Persuadable,0.13,-4.44,Low Priority,538216
1.6,0.0,44,1,0,0,0,0.23,0.13,0.11,Persuadable,0.14,-4.24,Low Priority,539671
1.33,0.0,34,0,0,0,0,0.19,0.12,0.07,Sure Thing,0.13,-8.25,Low Priority,540475
0.93,0.0,70,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,-13.63,Low Priority,540642
1.37,0.0,28,0,0,1,1,0.23,0.13,0.1,Persuadable,0.13,-4.89,Low Priority,547320
3.38,411.9,40,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.82,No Discount (Sure Thing),547779
2.38,734.48,49,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.09,No Discount (Sure Thing),551567
3.47,0.0,62,1,0,0,0,0.24,0.15,0.09,Persuadable,0.16,-5.98,Low Priority,555187
1.62,0.0,47,1,0,1,0,0.25,0.13,0.12,Persuadable,0.14,-3.05,Low Priority,557815
5.82,335.85,58,1,0,1,0,0.89,0.92,-0.03,Do Not Disturb,0.92,-18.13,No Discount (Sure Thing),559194
2.88,0.0,48,1,1,0,0,0.23,0.15,0.08,Persuadable,0.17,-6.92,Low Priority,565601
1.35,0.0,39,1,1,0,0,0.21,0.12,0.09,Persuadable,0.14,-6.31,Low Priority,568121
0.52,0.0,34,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.94,Low Priority,569792
4.83,478.67,46,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.55,No Discount (Sure Thing),572992
3.08,526.3,38,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.29,No Discount (Sure Thing),573588
1.73,0.0,54,0,0,0,0,0.23,0.12,0.11,Persuadable,0.13,-4.43,Low Priority,575459
3.17,373.61,42,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.35,No Discount (Sure Thing),575677
1.13,0.0,32,0,0,0,0,0.09,0.03,0.06,Sure Thing,0.03,-9.06,Low Priority,578824
0.48,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,583664
0.6,0.0,35,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),584912
1.5,0.0,69,0,0,0,0,0.2,0.11,0.09,Persuadable,0.12,-5.82,Low Priority,587642
2.22,0.0,40,1,0,0,0,0.22,0.16,0.06,Sure Thing,0.18,-8.65,Low Priority,591155
0.13,0.0,44,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.98,Low Priority,610144
3.22,758.73,43,1,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.53,No Discount (Sure Thing),613941
0.27,0.0,32,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,620884
3.87,0.0,23,0,0,0,1,0.24,0.13,0.1,Persuadable,0.14,-4.65,Low Priority,623691
1.4,0.0,22,0,1,0,0,0.27,0.12,0.15,Persuadable,0.13,-0.48,Low Priority,638237
0.27,0.0,41,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,638580
0.63,0.0,36,1,0,0,0,0.01,0.0,0.0,Lost Cause,0.01,-14.79,Low Priority,645933
2.22,106.89,47,1,1,1,0,0.89,0.92,-0.03,Do Not Disturb,0.92,-18.21,No Discount (Sure Thing),659128
0.25,0.0,19,0,0,0,1,0.01,0.0,0.0,Lost Cause,0.01,-14.66,Low Priority,673076
1.77,0.0,39,1,0,1,0,0.24,0.13,0.1,Persuadable,0.14,-4.5,Low Priority,760793
0.8,0.0,24,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.52,Low Priority,770252
2.62,0.0,48,1,1,0,0,0.24,0.16,0.08,Persuadable,0.17,-7.17,Low Priority,780167
0.5,0.0,44,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.98,Low Priority,792549
1.47,0.0,22,0,1,0,0,0.3,0.12,0.18,Persuadable,0.13,2.75,Give Discount,844489
1.27,0.0,29,0,1,0,0,0.22,0.12,0.1,Persuadable,0.12,-4.63,Low Priority,387282
0.53,0.0,39,1,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.53,Low Priority,480331
4.1,478.87,54,1,1,1,0,0.91,0.92,-0.01,Do Not Disturb,0.92,-16.12,No Discount (Sure Thing),486671
4.47,238.28,27,0,0,1,0,0.92,0.92,0.0,Lost Cause,0.92,-14.93,No Discount (Sure Thing),493409
0.97,0.0,62,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,509781
1.97,0.0,31,0,0,0,1,0.22,0.14,0.08,Persuadable,0.14,-7.23,Low Priority,510198
1.37,0.0,71,0,0,1,0,0.24,0.13,0.11,Persuadable,0.17,-4.41,Low Priority,510805
1.65,0.0,21,0,0,1,0,0.21,0.13,0.08,Persuadable,0.13,-6.63,Low Priority,515436
1.52,0.0,45,1,0,0,0,0.23,0.13,0.11,Persuadable,0.14,-4.2,Low Priority,517392
2.67,234.96,46,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.32,No Discount (Sure Thing),517700
1.58,0.0,16,0,1,0,0,0.25,0.11,0.13,Persuadable,0.13,-1.55,Low Priority,518726
7.48,518.28,41,0,0,1,0,0.89,0.93,-0.04,Do Not Disturb,0.92,-19.26,No Discount (Sure Thing),518907
2.53,0.0,24,0,0,0,0,0.23,0.14,0.09,Persuadable,0.15,-5.97,Low Priority,520327
1.6,0.0,40,1,1,0,0,0.24,0.13,0.11,Persuadable,0.15,-4.13,Low Priority,522585
3.37,0.0,40,1,1,0,0,0.22,0.16,0.07,Sure Thing,0.17,-8.15,Low Priority,523158
1.62,657.68,35,1,0,0,0,0.08,0.13,-0.05,Do Not Disturb,0.06,-20.41,Avoid (Do Not Disturb),524607
1.27,0.0,45,1,0,0,0,0.18,0.12,0.06,Sure Thing,0.13,-9.09,Low Priority,527346
0.37,0.0,27,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.79,Low Priority,529229
0.85,0.0,42,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.99,Low Priority,530004
2.12,884.85,24,0,0,1,0,0.88,0.89,-0.01,Do Not Disturb,0.88,-15.86,No Discount (Sure Thing),532544
4.65,227.21,41,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.76,No Discount (Sure Thing),533598
0.75,0.0,46,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.46,Low Priority,535644
3.73,169.04,42,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.64,No Discount (Sure Thing),536431
0.77,0.0,37,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),537066
1.12,0.0,26,0,1,0,0,0.08,0.03,0.05,Sure Thing,0.03,-10.33,Low Priority,538321
1.95,0.0,20,0,1,0,0,0.21,0.13,0.08,Persuadable,0.13,-6.76,Low Priority,540941
1.23,0.0,47,1,0,0,0,0.12,0.12,-0.0,Lost Cause,0.13,-15.21,Avoid (Do Not Disturb),542230
1.88,774.75,40,1,0,0,0,0.25,0.28,-0.03,Do Not Disturb,0.32,-18.18,Avoid (Do Not Disturb),545865
1.13,0.0,65,1,0,0,1,0.08,0.02,0.06,Sure Thing,0.03,-9.16,Low Priority,546857
2.47,0.0,41,1,1,0,0,0.23,0.16,0.07,Sure Thing,0.17,-8.04,Low Priority,548272
0.25,0.0,31,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,549152
0.62,0.0,43,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,550460
1.5,0.0,23,0,0,0,0,0.21,0.13,0.08,Persuadable,0.13,-7.04,Low Priority,553208
2.62,347.87,50,1,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.47,No Discount (Sure Thing),553607
0.63,0.0,34,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.7,Low Priority,554284
0.35,0.0,22,1,1,0,0,0.04,0.01,0.04,Sure Thing,0.01,-11.05,Low Priority,554681
0.52,0.0,57,1,1,0,0,0.02,0.01,0.01,Sure Thing,0.01,-13.94,Low Priority,555083
1.25,0.0,37,1,0,0,0,0.13,0.13,-0.0,Lost Cause,0.14,-15.42,Avoid (Do Not Disturb),560796
0.5,0.0,43,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.34,Low Priority,561837
0.38,0.0,25,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,562283
1.97,0.0,41,0,0,0,0,0.22,0.14,0.08,Persuadable,0.14,-6.74,Low Priority,562334
1.47,0.0,40,0,0,0,1,0.24,0.12,0.11,Persuadable,0.13,-3.56,Low Priority,564306
2.52,499.8,48,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.03,No Discount (Sure Thing),566489
0.7,0.0,49,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,570713
2.48,396.48,43,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.3,No Discount (Sure Thing),571233
1.17,4542.62,52,0,0,0,0,0.09,0.06,0.03,Sure Thing,0.06,-12.49,Low Priority,577598
2.9,271.72,43,1,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.23,No Discount (Sure Thing),577626
1.25,0.0,42,0,0,0,0,0.12,0.11,0.01,Sure Thing,0.12,-14.05,Low Priority,581086
2.07,536.41,49,0,0,1,0,0.85,0.9,-0.05,Do Not Disturb,0.88,-19.77,No Discount (Sure Thing),584525
4.57,0.0,46,1,0,0,0,0.25,0.14,0.11,Persuadable,0.17,-4.49,Low Priority,585946
1.72,0.0,51,1,1,0,0,0.24,0.13,0.1,Persuadable,0.15,-4.62,Low Priority,598832
2.38,766.58,26,0,0,1,0,0.92,0.92,-0.0,Lost Cause,0.93,-15.16,No Discount (Sure Thing),590230
0.63,0.0,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.47,Low Priority,594695
0.93,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,595414
1.37,0.0,36,0,0,0,0,0.2,0.12,0.07,Sure Thing,0.13,-7.8,Low Priority,595431
2.37,0.0,21,0,0,0,0,0.25,0.14,0.1,Persuadable,0.15,-4.78,Low Priority,596611
3.63,0.0,28,0,1,1,0,0.25,0.15,0.1,Persuadable,0.17,-5.3,Low Priority,596856
1.42,0.0,38,0,1,0,0,0.24,0.12,0.12,Persuadable,0.14,-3.24,Low Priority,599239
0.88,0.0,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.47,Low Priority,600605
2.98,470.53,17,0,1,1,0,0.92,0.88,0.04,Sure Thing,0.89,-10.93,No Discount (Sure Thing),602323
4.62,103.08,41,0,0,0,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.75,No Discount (Sure Thing),607017
1.12,0.0,38,0,0,0,0,0.08,0.03,0.05,Sure Thing,0.03,-9.73,Low Priority,607998
4.1,0.0,43,0,0,0,0,0.25,0.16,0.1,Persuadable,0.17,-5.48,Low Priority,608860
