session_duration,page_clicks,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,expected_value,user_id
4.97,40,359.48,56,0,1,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.59,553220
3.15,26,158.29,44,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.19,555301
2.28,18,451.07,42,1,1,1,0,0.9,0.95,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),94.61,558682
2.18,18,284.21,48,1,0,1,0,0.9,0.93,-0.04,Do Not Disturb,0.92,No Discount (Sure Thing),93.4,562869
2.58,21,197.25,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,565294
5.87,46,139.96,42,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.55,568931
3.63,29,376.7,44,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,571523
2.47,20,330.2,30,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.83,571525
2.55,21,225.43,55,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,571566
3.77,31,534.56,35,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,571643
3.18,25,338.26,48,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,571819
2.33,19,861.36,55,1,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.97,571876
3.73,30,124.56,52,0,0,0,0,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.97,572554
7.45,61,655.65,54,0,1,1,0,0.88,0.94,-0.06,Do Not Disturb,0.94,No Discount (Sure Thing),94.25,572728
6.37,52,776.33,50,1,1,1,0,0.91,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),93.89,572908
2.87,23,129.14,44,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.21,573010
2.8,22,203.72,41,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,573147
3.0,24,593.94,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,573427
2.45,20,71.97,26,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,573564
4.83,39,2212.97,40,1,1,1,0,0.89,0.91,-0.02,Do Not Disturb,0.87,No Discount (Sure Thing),91.36,415282
4.08,33,714.69,70,1,0,1,0,0.9,0.91,-0.01,Sure Thing,0.9,No Discount (Sure Thing),90.67,442819
4.73,39,274.49,36,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.65,474951
14.27,116,83.44,46,1,0,1,0,0.97,0.94,0.03,Sure Thing,0.95,No Discount (Sure Thing),93.83,480313
2.73,22,107.37,29,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,482630
2.83,23,135.17,40,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.16,485544
2.15,17,209.84,50,1,1,1,0,0.87,0.89,-0.03,Do Not Disturb,0.89,No Discount (Sure Thing),89.1,488410
2.75,22,119.25,27,0,0,1,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.94,505289
2.73,22,713.83,42,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.71,507805
15.15,124,348.45,50,0,0,1,0,0.97,0.93,0.04,Sure Thing,0.95,No Discount (Sure Thing),93.47,510700
3.3,27,637.7,42,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,511762
2.9,23,296.53,50,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,512787
3.07,24,33.56,37,0,0,1,1,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,514395
3.17,25,113.49,42,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,514689
2.4,20,362.13,34,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,517397
1.9,15,528.48,35,0,1,0,0,0.21,0.23,-0.03,Do Not Disturb,0.26,Avoid (Do Not Disturb),23.34,518533
4.98,40,200.3,41,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.73,518907
1.45,12,425.76,47,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,0.63,519171
3.47,28,382.73,49,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,519631
2.67,22,408.48,40,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,522179
3.52,29,820.61,50,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.79,523877
2.62,21,28.79,41,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.24,524012
6.92,57,253.19,39,1,0,0,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.26,527038
6.72,56,496.27,46,0,0,1,1,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.23,527133
4.7,39,654.29,32,0,0,1,0,0.93,0.95,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.53,533537
2.87,23,557.69,38,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,537861
2.15,17,430.27,36,1,0,1,0,0.87,0.9,-0.03,Do Not Disturb,0.9,No Discount (Sure Thing),89.55,538883
2.18,18,382.93,52,0,0,1,0,0.9,0.93,-0.03,Do Not Disturb,0.92,No Discount (Sure Thing),93.34,539936
2.52,20,1522.15,39,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.92,543271
3.08,25,222.52,49,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.06,545404
1.93,16,400.86,46,1,1,1,0,0.68,0.78,-0.1,Do Not Disturb,0.78,No Discount (Sure Thing),77.96,546065
1.92,15,498.46,53,0,1,0,1,0.19,0.48,-0.28,Do Not Disturb,0.33,Avoid (Do Not Disturb),47.67,546419
2.98,24,635.23,49,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.97,547100
2.88,23,104.51,22,0,0,1,0,0.95,0.94,0.01,Sure Thing,0.95,No Discount (Sure Thing),93.73,549472
3.63,29,581.13,49,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,551914
2.62,21,127.03,57,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.06,552653
1.6,13,324.4,45,1,0,0,0,0.0,0.0,0.0,Sure Thing,0.01,No Action,0.07,555894
2.5,20,676.92,52,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.88,557236
2.22,18,464.45,47,1,1,1,0,0.9,0.93,-0.03,Do Not Disturb,0.92,No Discount (Sure Thing),93.31,557307
2.6,21,199.78,20,0,1,1,0,0.95,0.94,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.45,564842
2.75,22,516.89,46,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,565514
3.55,29,903.77,25,1,1,1,0,0.94,0.94,-0.0,Sure Thing,0.94,No Discount (Sure Thing),94.32,565582
1.98,16,66.4,44,1,0,0,0,0.75,0.78,-0.03,Do Not Disturb,0.77,No Discount (Sure Thing),78.1,567563
2.17,17,607.35,40,1,0,1,0,0.88,0.91,-0.03,Do Not Disturb,0.91,No Discount (Sure Thing),91.19,567849
2.45,20,738.87,47,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,570683
2.6,21,1397.4,46,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.92,570928
3.9,32,1128.93,48,1,1,1,0,0.9,0.95,-0.05,Do Not Disturb,0.94,No Discount (Sure Thing),94.56,571553
5.5,44,86.35,56,1,0,1,0,0.92,0.94,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.43,572502
2.73,22,339.18,62,1,0,1,0,0.94,0.94,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.44,572529
2.42,20,149.27,36,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,573191
12.03,97,266.66,30,0,0,1,0,0.97,0.93,0.03,Sure Thing,0.94,No Discount (Sure Thing),93.48,573670
1.83,15,305.99,53,1,0,0,1,0.18,0.33,-0.14,Do Not Disturb,0.27,Avoid (Do Not Disturb),32.5,574150
3.67,29,40.09,31,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.1,574465
2.57,21,144.76,50,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,574625
3.45,28,574.26,40,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,574680
2.38,19,10.29,42,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.28,575677
2.02,17,360.09,39,0,1,0,0,0.84,0.86,-0.02,Sure Thing,0.8,No Discount (Sure Thing),85.6,462456
3.17,25,224.87,44,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.09,473712
2.53,20,750.62,40,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.97,483928
2.98,24,979.92,38,1,0,1,0,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.77,503760
4.98,40,162.85,45,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.78,510961
1.12,9,435.98,35,0,0,0,1,0.02,0.01,0.01,Sure Thing,0.01,No Action,0.93,511455
2.22,18,1467.68,53,0,0,1,0,0.86,0.93,-0.07,Do Not Disturb,0.93,No Discount (Sure Thing),93.42,511542
4.15,33,354.05,36,0,1,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.73,512193
2.47,20,314.36,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,512671
4.8,39,435.16,52,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.62,514215
2.07,17,641.55,41,1,0,1,0,0.88,0.9,-0.02,Do Not Disturb,0.89,No Discount (Sure Thing),90.43,516282
1.4,11,499.6,43,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,0.07,519210
2.03,16,169.51,42,1,1,0,0,0.86,0.75,0.11,Persuadable,0.76,No Discount (Sure Thing),75.16,520182
2.07,17,362.59,35,1,1,1,0,0.88,0.9,-0.02,Do Not Disturb,0.9,No Discount (Sure Thing),89.74,520885
2.33,19,132.84,49,1,1,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.16,522223
1.97,16,107.59,42,0,1,0,0,0.73,0.73,0.0,Sure Thing,0.76,No Discount (Sure Thing),73.32,523845
4.67,37,130.49,53,1,0,1,1,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.66,524200
2.53,20,212.11,44,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,524226
2.32,19,68.15,53,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.09,527232
2.4,19,206.46,43,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,528411
4.17,34,444.37,39,0,0,1,1,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.72,529678
3.17,25,681.76,41,0,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.87,530090
2.12,17,88.03,38,0,0,1,0,0.87,0.91,-0.04,Do Not Disturb,0.91,No Discount (Sure Thing),91.03,531016
3.55,28,338.43,31,0,1,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.84,534895
5.1,41,740.8,41,1,1,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.34,535702
2.83,23,210.36,39,0,0,0,0,0.94,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),95.11,536691
3.32,26,309.3,44,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,540094
2.82,23,745.92,52,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.95,541516
3.08,25,593.2,34,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,542277
3.97,32,132.96,38,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.74,543952
2.33,19,10.42,40,0,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.33,544043
10.22,83,541.54,35,0,1,1,0,0.92,0.94,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.23,544685
3.4,28,609.77,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,545939
2.32,19,558.37,51,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.93,546050
5.27,42,485.03,58,1,0,1,1,0.92,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.53,547459
3.77,31,144.08,43,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.14,548258
2.13,17,678.11,46,0,1,1,1,0.91,0.88,0.03,Sure Thing,0.89,No Discount (Sure Thing),87.99,552904
2.77,22,325.51,46,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,555710
2.07,17,694.22,44,0,0,1,0,0.89,0.91,-0.02,Do Not Disturb,0.9,No Discount (Sure Thing),90.92,556647
3.37,27,509.69,42,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.84,562042
3.32,27,28.3,42,1,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.18,564312
3.25,26,245.09,37,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.06,565131
11.35,91,33.91,25,0,0,1,0,0.94,0.94,0.0,Sure Thing,0.95,No Discount (Sure Thing),93.6,565265
1.23,10,454.89,50,0,1,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,0.44,566682
2.08,17,71.26,31,0,0,1,0,0.86,0.9,-0.05,Do Not Disturb,0.9,No Discount (Sure Thing),90.42,568371
1.48,12,1428.09,45,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,0.17,570215
5.85,48,611.1,38,0,0,1,0,0.93,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.24,570418
5.53,45,608.28,55,0,0,1,0,0.92,0.94,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.36,570693
2.98,24,911.87,27,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.69,571580
2.43,20,539.27,41,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,573153
3.55,28,423.93,44,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.85,574467
2.65,21,206.7,54,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.02,575459
2.62,21,727.43,51,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,575500
1.23,10,408.2,65,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,0.06,575868
1.5,12,245.57,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,0.97,576169
2.23,18,701.82,46,0,0,1,0,0.9,0.94,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.55,576373
2.88,24,141.51,51,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.04,576677
2.65,22,465.83,42,1,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,576691
2.25,18,550.14,39,0,1,1,0,0.89,0.93,-0.05,Do Not Disturb,0.92,No Discount (Sure Thing),93.35,576833
2.17,18,341.98,38,1,0,1,0,0.89,0.93,-0.05,Do Not Disturb,0.92,No Discount (Sure Thing),93.35,576985
3.05,25,342.47,62,1,1,1,0,0.94,0.94,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.47,577089
5.47,44,504.39,45,1,0,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.38,577225
10.27,83,105.97,33,0,0,0,0,0.92,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),93.94,577541
2.4,19,184.22,43,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.15,577626
1.93,16,121.59,43,1,0,1,0,0.59,0.81,-0.22,Do Not Disturb,0.8,No Discount (Sure Thing),80.7,577915
1.97,16,153.32,44,1,0,1,0,0.57,0.79,-0.22,Do Not Disturb,0.77,No Discount (Sure Thing),79.13,577930
1.53,12,356.11,37,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,0.96,439120
5.23,43,53.22,41,0,0,1,0,0.91,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.57,458688
1.62,13,429.97,39,1,0,0,0,0.02,0.0,0.02,Sure Thing,0.01,No Action,0.1,462127
2.27,18,100.53,39,1,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),94.09,480331
3.95,32,249.93,35,0,1,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.94,490671
1.87,15,83.73,29,1,0,0,0,0.46,0.22,0.24,Persuadable,0.24,Give Discount,25.86,501436
2.13,17,547.57,40,1,1,1,0,0.91,0.88,0.03,Sure Thing,0.89,No Discount (Sure Thing),88.4,504299
1.53,12,502.13,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,0.93,512271
3.33,27,130.85,36,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.08,512693
2.07,17,568.7,39,1,0,1,0,0.87,0.9,-0.03,Do Not Disturb,0.89,No Discount (Sure Thing),90.13,512835
2.85,23,650.86,62,1,0,1,0,0.94,0.94,-0.0,Sure Thing,0.94,No Discount (Sure Thing),94.43,512904
3.0,24,67.29,35,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,513126
4.18,34,48.89,44,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.85,514627
2.92,23,173.09,46,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.17,515688
2.63,21,452.74,42,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.04,515694
1.12,9,150.61,47,1,0,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,0.36,515739
4.23,34,251.95,49,1,1,1,0,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.61,516144
4.57,37,1207.66,28,0,0,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.12,516808
2.92,24,225.51,35,0,1,1,0,0.93,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.17,516965
3.07,24,112.92,39,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.12,518324
1.27,10,385.07,48,0,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,0.2,518894
2.3,18,627.07,32,0,0,1,0,0.88,0.95,-0.07,Do Not Disturb,0.94,No Discount (Sure Thing),94.62,521286
1.37,11,524.36,49,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,0.17,522484
3.25,26,608.03,47,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,526354
2.7,22,357.65,46,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,528777
2.45,20,377.1,38,0,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,530627
3.3,27,584.99,35,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.91,530645
2.57,21,24.69,41,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.28,530656
5.13,42,814.84,16,0,0,1,0,0.92,0.9,0.02,Sure Thing,0.92,No Discount (Sure Thing),89.66,533449
3.6,29,244.09,27,0,0,1,1,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.85,534798
4.45,36,517.14,45,0,1,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.65,535047
5.57,45,114.92,25,0,0,1,0,0.92,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.19,535136
11.05,88,181.39,48,0,1,1,0,0.95,0.94,0.0,Sure Thing,0.94,No Discount (Sure Thing),94.2,538069
2.05,17,513.24,39,1,0,1,0,0.87,0.9,-0.03,Do Not Disturb,0.89,No Discount (Sure Thing),89.67,538915
3.58,29,255.02,25,1,1,1,1,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.62,545132
2.63,21,458.57,51,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,545318
2.4,20,403.91,42,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,545652
2.88,23,242.62,44,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.07,546702
25.42,207,78.44,42,1,0,1,0,0.99,0.88,0.11,Persuadable,0.96,No Discount (Sure Thing),88.04,546864
3.53,29,362.88,27,0,1,1,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.68,547453
1.92,16,512.8,54,1,0,1,0,0.44,0.81,-0.36,Do Not Disturb,0.77,No Discount (Sure Thing),80.54,547823
3.72,30,171.38,41,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.18,548272
2.97,24,543.24,42,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.81,548651
2.32,19,596.64,43,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,550460
2.1,17,66.94,42,0,0,1,0,0.89,0.91,-0.03,Do Not Disturb,0.92,No Discount (Sure Thing),91.47,550973
3.1,25,189.81,37,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.14,557562
3.42,27,171.74,45,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.08,557851
3.65,28,437.28,58,1,1,1,0,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.86,561201
3.48,28,234.44,50,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,565365
1.45,12,382.27,44,1,0,0,0,0.0,0.0,0.0,Sure Thing,0.01,No Action,0.07,567256
2.45,20,1276.62,41,1,0,1,0,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.66,573011
3.32,27,268.42,49,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.87,573122
2.68,22,547.18,47,1,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.81,573493
2.88,23,87.63,36,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.13,574493
7.83,64,125.17,37,0,0,1,0,0.93,0.94,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.28,575131
3.02,25,235.36,53,1,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,577044
3.7,30,369.29,40,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,578088
4.07,32,125.03,50,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.83,578488
2.82,23,530.61,32,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.87,578824
2.92,23,328.32,47,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,164522
2.92,24,106.29,40,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.1,204943
3.77,30,662.99,42,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,416580
4.43,36,1153.29,48,1,1,1,0,0.91,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.17,487680
2.25,18,595.08,53,0,0,1,0,0.88,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.59,491772
3.22,26,202.26,39,0,0,1,0,0.93,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.11,503418
2.33,19,125.56,42,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,515529
2.1,17,386.5,32,0,1,1,0,0.9,0.88,0.02,Sure Thing,0.89,No Discount (Sure Thing),88.13,519089
2.68,21,719.61,36,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,519955
3.17,25,102.02,29,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,525332
2.87,23,371.83,44,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,527004
2.53,21,727.58,37,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.73,528612
2.2,18,99.45,50,1,1,1,0,0.87,0.93,-0.06,Do Not Disturb,0.92,No Discount (Sure Thing),93.38,531217
2.83,23,444.16,48,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,531557
3.42,28,223.65,37,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.05,535081
2.7,22,240.71,51,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,535447
2.23,18,1629.24,38,0,0,1,0,0.82,0.93,-0.11,Do Not Disturb,0.91,No Discount (Sure Thing),93.23,535701
4.85,39,123.38,46,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.73,536659
2.9,23,710.66,32,0,0,1,0,0.94,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.85,538522
1.78,14,316.59,45,1,1,0,1,0.01,0.02,-0.02,Sure Thing,0.02,Avoid (Do Not Disturb),2.38,538814
1.1,9,1106.84,35,1,1,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,0.93,539528
